comment,label,rate
.,NEU,3
Váy ??p m?c r?t chim ?ng.,POS,5
"Áo siêu xinh, ch?t len m?n l?m nhá.",POS,5
S? ?ng h? shop..,POS,5
Nh?ng m?c ok..,POS,4
"H?i m?ng, nh?ng ??p.",POS,5
X?u t? hàng thì gi?m xu?ng nh?ng ship tính trên tr?i ??t mua ??m 59k phí ship 55k mà s?n ph?m k ?ep thôi thì shop g?n nhà mua t?n th?y t?n m?t ch? có 250k chênh lêch k bao nhiêu nh?ng c?m th?y x?ng ?áng vô cùng.,NEG,1
R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Giao nh?m sz.,NEG,1
Áo len ko co dãn m?y (1m62 58kí m?c ch?t ??).,NEU,3
Áo ??p mà suýt k nh?n hàg.,POS,4
0 h dat hàng.,POS,4
Th?i gian giao hàng r?t Ch?t l??ng x?u.,NEG,2
Hàng ??p.,POS,5
Excellent delivery speed Excellent delivery speed.,POS,5
??n hàg này c?a e b? thi?u ch? nè hôm ch? b? vào e nha . e g?i ch? r?i ?ó . hàg ??p và ?ng l?m ?.,POS,4
"ch?t l??ng khá t?t, ch? có ?i?u là b?n giao nh?m size mình.",POS,4
Các sp khác ok.,POS,4
R?t hài lòng.,POS,5
"Ch?t không ??p,màu ngà,shop giao hàng nhanh.",NEU,3
"?? ??p, ch?t v?i quá ??p.",POS,5
L?n có d?p s? ?ng h? shop.,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
C? ch?t.,NEG,2
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
"Nhân viên giao hàng quá ?áng , giao hàng mà ko giao t?i t?n nhà.mà.còn b?t khách hàng ??a ?i?m h?n nói ?? l?y hàng.",NEG,1
Giao hành siêu nhah????.,POS,4
M?c dù ?ã ib và tha thi?t yêu c?u shop che tên s?n ph?m giùm nh?g GHN là ng quen giao hàng t?i hi?n cái tên sp lù lù ng??ng chín c? m?t ??????.,NEG,1
"Ch?t l??ng s?n ph?m tuy?t v?i,balo r?t ??p ???????????? ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t nhanh.",POS,5
Thi?u hàng k hoàn ti?n Shop ph?c v? r?t kém.,NEG,1
Th?t v?ng m?t h?t lòng tin.,NEG,1
C?c ??p nha ???.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"H?i th?t v?ng v? ch?t, k ??p nh? màu ?? ?ô vàng g?ch.",NEG,2
Nt k tl.,NEG,1
Lâu dài ch?t l??ng pin có ph?i nh? qu?ng cáo ??.,NEU,3
"S? d?ng ban ??u th?y r?t thích, hi v?ng b?n lâu.",POS,4
"S?n ph?m r?t t?t , ?óng gói c?n th?n ?ây là l?n th? 2mua hàng c?a shop và v?n r?t hài lòng.",POS,5
Hàng ??p l?m ?.,POS,5
"Hàng gì mà ??p d? v?y tr?i ??, ch? shop còn cute.",POS,5
C?m th?y ?ng cái b?ng ghê g?m ý.,POS,4
"Form ??p, v?i ok, túi siêu to siêu sâu, chun qu?n th?n thánh m?y ??a mình dây béo b?ng.",POS,5
S? ?ng h? shop.,POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
Xinh l?m shop.,POS,5
Cái gì c?ng ok chi có ?ôi v? ??t màu da t? nhiên giao màu ?en.,POS,4
"Mì ngon giá flash deal khá h?p lý, ?óng h?p g?n gàng.",POS,5
Mk ??t màu h?ng tr?ng nh?ng shop l?i giao màu vàng tr?ng...,NEG,2
"Mn mua ?úng size mình v?n là ?c, k c?n lùi size ?âu nè, shop t? v?n nhi?t tình.",NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n nh?ng không th?y h?p Vans.,POS,5
Ch? shop v?c v? r?t nhi?t tình chu ?áo.,POS,5
Shipper d? th??ng và nhi?t tình.,POS,5
"K nh? hình, form h?i dài và h?i ôm.",NEG,2
Áo ??p l?m ?.,POS,5
"Hàng t?t, mua dc giá r? n?a nên ?ng cái b?ng l?m ?, s? ?ng h? Th?i gian giao hàng r?t nhanh.",POS,5
"Lúc ??u ngh? mua hàng vs giá này thì hàng s? ko ?c t?t ,ai ng? hoàn toàn khác ,t?t h?n mong ??i.",POS,5
"Hàng c?c xinh, c?c ??p, gi?ng hình.",POS,5
màu áo h?i nh?t h?n hình nh?ng nc v?i c?ng dày d?n ok.,POS,5
shop ph?c v? r?t t?t. r?t ??p. s? ?ng h? shop l?n sau.,POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t R?t ?áng ti?n.,POS,5
"Ch?t len dày d?n, ??p, m?c ôm ng??i l?m ?.",POS,5
"hàng m?i v? xong thì th?y shop up áo h?c xanh ??p qtq?,th?c ??ng lòng :(( t?i shop k up nó s?m h?n h? h? :((.",POS,5
Giày êm chân.,POS,5
Che ph? trung bình.,NEU,3
Th?i gian giao hàng r?t nhanh.,POS,5
"Ch?t l??ng áo m?m, s? thích ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n.",POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
Chi?u dài áo h?i b? ng?n v?i hình nên m?c có chút c?n c?n ch?t v?i ??p nh?ng h?i m?ng.,NEU,3
Th?i gian giao hàng r?t nhanh!,POS,5
Ch?t l??ng s?n ph?m t?t.,POS,5
"Áo h?i ng?n v?i mình, ?o chi?u dài t?m 2,5 gang tay.",NEG,2
??t tr?ng shop giao xám -_-.,NEG,1
"Shop uy tín, ch?t l??ng!",POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
Giao ch?m quá..:((.. ch?c bên v?n chuy?n.,NEU,3
"Ch?t không ph?i cotton 100% , m?c mùa hè s? nóng, m 58kg mua size XL th?y to, các b?n 60kg m?c L v?n v?a, v?i giá thì hàng v?n ok m v?n 5 ?.",POS,5
"mua 3kai ch? ?c 1kai ?? la giông hinh, 2kai trang va xam nhin x?u t? k m?c ?c mà k giông hinh n?a ??.",NEG,1
Fb : Ph?m Võ.,NEU,3
Áo không gi?ng màu.,NEG,1
Ch?t ??p l?m shop ? ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
Luôn ko làm mình th?t v?ng.,POS,5
áo ??p nh?ng áo h?i ng?n.,POS,4
Th?i gian giao hàng khá nhanh.,POS,5
Form ??p Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,5
"MUA LI?N MUA LI?N ?I, m?c mùa ?ông h?t s?y luôn ?ó.",POS,5
Áo v?a ??t bàn là là rách luôn?,NEG,1
"Qu?n m?c v?a v?n, màu xinh.",POS,5
V?t Áo ko b?ng nhau.,NEG,1
"?óng gói s?n ph?m ch?c ch?n, v?i có nilong nên ph?i ?i c?n th?n tránh b? quéo áo, form m?c ??p, ?n.",POS,5
Ch?t l??ng s?n ph?m ko ??p.,NEG,1
Áo ??p l?m.,POS,5
Ch?t OK ?k!,POS,5
R?t ?ng.,POS,5
V?i ok.,POS,5
"Ch? shop thân thi?n, có c? thi?p c?m ?n r?t ?áng yêu.",POS,5
1 b? v?a. 2 b? nh? quá ko m?c ???c.,NEG,1
Ko ?áng ti?n b? mua.,NEG,1
Áo ?ep.nho hon minh ngi.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n.giao hang nhanh.,POS,5
Hamg giao màu ?úng yêu c?u.,POS,5
Áo c? L nh?ng bé nh? c? M.,NEG,1
Gi?m % t?t khách ?? Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Phù h?p v?i giá ti?n.,POS,5
V?i h?n thô c?ng.,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
H?i r?ng v?i mình.,NEU,3
S? d?g lâu dài thì k biet b?n k.,NEU,3
Hàng ??p l?m ? <3.,POS,5
??t 1 tr?ng 1 nâu ??n lúc giao thành 2 nâu.,NEG,1
?óng gói s?n ph?m x?u.,NEU,3
?óng gói s?n ph?m ch?c ch?n.,POS,5
"Ch?t l??ng s?n ph?m r?t kém, hàng l?i.",NEG,1
Môi mk h?i khô son lên v?n c?ng m?ng nha,POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i nh?ng h?i không v?a vì h?i r?ng.,POS,5
"S?n ph?m t?t, rõ, pin kho?, s?c nhanh.",POS,5
B?n ch? shop r?t nhi?t tình??????.,POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,4
"Ch?t l??ng hàng t?t, may c?n th?n , áo rách.",NEG,1
"Th?i gian giao hàng r?t ch?m,??t màu tr?ng l?i giao màu xanh bó tay.",NEG,1
ch?t ok.,POS,5
L?n có nhu c?u nh?t ??nh mình s? mua.,POS,5
Shop ph?c v? r?t t?t.,POS,5
Ch?t v?i qá m?ng.,NEG,1
b? 400k mà mua ?c ?ôi giày ko th? ch?p nh?n ?c.,NEG,1
"V?i r?t ??p, v?i giá ti?n thì shop bán r? quá ch?ng luôn.",POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Ch?a bi?t xài sao,nh?ng shop giao thi?u, nh?ng ?ã kh?c ph?c 1 ngày.",POS,5
"Giao hàng nhanh,che tên hàng s?n ph?m ok h?i c?ng :v.",POS,4
tr?i ?i..bán hàng ph?i có tâm chút ch?...??ng t??ng mu?n bán thì bán ko c?n bi?t ch?t l??ng sao...mua 2 cái thì cái thì x?p ly c? khúc...cái thì xì nách +so le nách...may là minhc làm bên may m?c nên may l?i dc..ch? ph?i ng ? nhà ch?c v?t 2 cái ?i luôn...c?ch.,NEG,1
Size k chu?n xl mà nh? nh? M.,NEU,3
R?t ?áng ti?n R?t ?áng ti?n.,POS,5
Chân váy ??p nh?ng ch? ??a may k ??u l?m.,POS,4
"Va?i râ?t ?e?p luôn ,Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.",POS,5
?? tiêu chí: Ngon-B?-R?.,POS,5
Gui thieu shop k tra.,NEG,1
Sách ??p.,POS,5
"v?i ??p, hàng giôg hình, form h?i r?ng.",POS,5
"H?p v?i giá ti?n, giày da m?m, nh?ng ?? c?ng h?i m?m chút nên ?i có c?m giác ko ch?c ch?n.",POS,4
gi?ng nhu m?u ch?t v?i r?t là ok.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Giá t?t, hàng còn m?i ??.",POS,5
Ship hàng nhanh.,POS,5
"Áo ??p, ?áng iu, m?c v?a v?n.",POS,5
gi?ng hình. ??p.,POS,5
S? ?ng h? shop th?i gian t?i.,POS,5
"Màu áo ??p, nhg h?i ng?n??.",NEG,2
Len ??p nh? hình.,POS,5
Nchug ti?n nào c?a n?y.,NEU,3
Giao thi?u nhi?u hàng.,NEG,1
Mong shop bán thêm nhi?u m?u mã và s?n ph?m ch?t l??ng ?? khách mua hàng có nhi?u ch?n l?a.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t .,POS,5
Shop giao hàng ?úng yêu c?u.,POS,5
"?óng gói s?n ph?m r?t ??p và ch?c ch?n, áo h?i r?ng v?i mình.",POS,5
Giày y h?t nh? hình ch?t l??ng ok thank shop.,POS,5
Ch?t l??ng t?t.mua 2 l?n ??u ?ng ý.,POS,5
??p??.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh, mình 45 kg sezi l hoi to.",POS,5
Qu?n áo ??p ch? c?t g?n gàn ... hình hành y v?y 100*????????????????????.,POS,5
R?t không thích ??n v? giao hàng vì nh?ng sâu làm r?u n?i canh.!,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
?? ??p và m?i n?a,POS,5
Th?i gian giao hàng h?i lâu.,NEU,3
Form ko to nh? qu?ng cáo ng 65kg cthe v?a.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i Nh?ng giao hàng quá lâu.,NEU,3
"s?n ph?m r?t ??p, r? h?n giá bán ? ngoài nh?ng ch?t l??ng cx r?t tuy?t v?i.",NEU,3
Áo ??n r?ttttt nhanh.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.. không ngh? giá nh? v?y l?i nh?n dc s?n ph?m t?t và hài lòng ??n th?.. s? ?ng h? shop l?n t?i.. chúc shop buôn bán ??t hàng.,POS,5
Quá xinh Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i, áo ??p.",POS,5
S? ?ng h? shop ti?p ?.,POS,5
Hinh nhu la hang loai 2.,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i.em r?t thích m?u này.,POS,5
"?óng gói s?n ph?m r?t ??p và ch?c ch?n,nh?ng ch?t li?u h?i m?ng,nói m?c c?ng ok.",NEU,3
Giao hàng nhanh...,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n!,POS,5
Ch?t l??ng v?i ko t?t l?m.,NEG,1
"B?n ch? shop ??ng ý ??i,nh?ng h?i lo?ng ngo?ng m?t t/g nên thôi v?y.",NEU,3
Se u?ng hô? shop da?i da?i.,POS,5
Ch?t l??ng s?n ph?m t??ng ??i phù h?p v?i giá.,POS,5
May không ??p .Không ?áng ti?n Ch?t l??ng s?n ph?m kém.,NEG,1
S? ko l?i v?i shop n?a.,NEG,1
"Hàng ??p, v?i m?n, mát.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh. ?????? Shop ch?m sóc khách hàng r?t t?t , t? v?n nhi?t tình .",POS,5
???ng may ch?a m?c ?ã b? tu?t :( bu?n quá.,NEG,1
"Chân váy quá ??p, giá m?m ??????.",POS,5
Áo ??p l?m a~~~.....v?i có h?i m?ng xíu.....nh?ng áo ko khác hình chút nào ?âu Shop ph?c v? r?t t?t R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
V?a in nh? ??t may.,POS,5
Hihi.,POS,5
?n ?.,POS,5
Giá mà ko có cái ???ng 2 bên hông thì ??p h?n n?a.,POS,5
Hàng không gi?ng m?u qu?ng cáo.,NEG,2
khá hài lòng v? s?n ph?m. giao hàng r?t nhanh. ?óng gói c?n th?n.,POS,5
"Gia?y ?e?p, châ?t l???ng tô?t.",POS,5
R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t Shop ph?c v? r?t t?t.,POS,5
Cám ?n nhé.,POS,5
Ham h? mua ??n 6 cái .hic .,NEG,1
Nh?ng th?i gian giao hàng h?i lâu.,POS,4
Nên giao v?y.,NEG,1
"Dáng qu?n ok, r? h?n m?y shop khác, ch?t h?i nóng.",POS,4
Ko ?a?nh tiê?n.,NEG,1
"C? túi v?a, túi m?ng nh?ng c?ng ?? ch?c.",POS,5
S?n ph?m b? l?i .,NEG,1
Th?i gian giao hàng r?t .dong goi chua ky nen ngoai.,NEG,1
G?i code push app g?n.,POS,5
S? ?ng h? shop thêm ^^.,POS,5
Thích l?m.,POS,5
"Nh?ng mình c?ng có xíu góp ý dành shop, là nên phân lo?i size:s/m/l.. thì s? phù h?p h?n v?i khách hàng.",NEU,3
??p h?n mong ??i nè.,POS,5
qu?n h?i m?ng ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
R?t chán.,NEG,1
Giày ??p.,POS,5
S?n hàng giá r? thì ok ch? v?i giá tr? th?c thì k x?ng l?m.,NEU,3
Hài lòng v?i s?n ph?m.,POS,5
Ch?t v?i ko ???c t?t Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
??t hang ma dao ko ?úm.,NEG,1
v?i ok nhe size r?ng ?.,POS,5
V?y mà giao qu?n size L ?c.,NEG,1
Mình khá m?m m?n nh?ng m?c v?n ok.,POS,5
"R?t ?áng ti?n, áo len m?m m?n, gi?t không bai, k xù.",POS,5
Và t?t c? các món khác c?a shop ??u r?t r?t hài lòng ?.,POS,5
Ch?t v?i và form áo ??p.,POS,5
Nên mua.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t nhanh.,POS,5
M ?ã gi?t áo và th?y áo b? nhão v?y.,NEG,2
R?t ?áng mua.,POS,5
"S?n ph?m r?t ??p, màu sáng gi?ng hình.",POS,5
Shop r?t ?áng - c?m ?n shop nha????????????.,POS,5
L?n 2 mua ch?t l??ng t?t v?i giá.,POS,5
?ng l?m luôn nè.,POS,5
C ch? shop nhi?t tình ??.,POS,5
Ch? in v?n b? bong.,NEG,1
Giao tùm lum size ko giao ?úng sai nhu khách ?at.,POS,5
S?n ph?m ko ?ng ý l?m nh?ng shop ph?c v? nhanh.,NEU,3
Giao hang thi?u.,NEG,1
Áo b? rách ??.,NEG,1
Áo r?t ??p ?áng ?? mua.,POS,5
Shop lam an nhung ko chu tin.,NEG,1
Th?i gian giao hàng nhanh!,POS,5
H?i th?t v?ng...,NEG,1
Chat luong san pham rat ?áng tien dong goi san pham rat chac nhg mau sac lon xon qa.,POS,4
Shop ph?c v? quá kém.,NEG,1
Nói ??i l?i mà k th?y.,NEG,1
Nhân viên giao hàng kì kèo thêm ti?n.,NEG,1
T?i máy xay hoa qu? giao thi?u khay l?c .,NEG,1
S?n ph?m ch?c rách bao bì.,NEG,1
S?n ph?m ?úng giá ti?n.,POS,5
Xu?t s?c ????.,POS,5
X?p v?a ?? ??ng ép ch?t quá.,NEU,3
Ch?t li?u v?i ý ?,NEG,2
Hình nh? v?i d?m r?i.,NEG,1
Shop ph?c v? r?t t?t.,POS,5
Nh?n mua 1 th?i gian giãi.,POS,5
Ch?t l??ng very t?t.,POS,5
Hang ko dep nh? hình.,NEG,2
Mau k giong hinh mau noi that vong ve sp nay.,NEG,1
Hàng y hình... ch?t v?i dày d?n.,POS,5
Mình r?t ?ng.,POS,5
"Qu?n size bé, k nên ghi là free size, ng trên 50kg k m?c v?a.",NEG,1
Áo k nh? hình.,NEG,1
Minh mua giùm b?n mình g?n 20 cái r?i.,POS,5
Vì l?p bao nilon ?en có mùi n??c ti?u c?a mèo.,NEU,3
Sp trên c? mong ??i luôn ?.,POS,5
"Giao hàng khá lâu, ch?t l??ng sp r?t t?t, sp nh? hình shop ??ng.",POS,4
Hàng ok c?m ?n shop.,POS,5
T? .....!,NEG,1
?? ngh? ktra tr??c giao khách.,NEG,1
sãn ph?m  r?t r?t kém nhé!!,NEG,1
C?m ?n shop nhé.,POS,5
Hàng ??p và ok giao hàng ?úng h?n sp y hình.,POS,5
??p và ch?t l??ng:)) m?n shop nhi?u size L h?i r?ng quá :v nh?ng nói t?t.,POS,5
Áo ??p mà giá l?i r? n?a.,POS,5
B?n bán hàng tho?i mái cute <3 ?áng ti?n <3.,POS,5
Dóng gói sp chua d?p.,NEU,3
Nh?ng k? thì ?ã b? rách ? c? áo.,NEG,1
Áo ??p.,POS,4
"V?i c? bóng bóng ?ó, ??t sz M nh?ng h?t ph?i l?y sz S neen áo h?i bó bó.",NEG,2
Shop ph?c v? t?m ???c Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m t?m ???c.,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i.Shop nhi?t tình.,POS,5
??t dài ??a ng?n tay.,NEG,1
Ch?t l??ng s?n ph?m t?t.,POS,5
"V?i ??p, ki?u ih hình , r?t hài lòng.",POS,5
"Shop ph?c v? t?n tình, mình nh?m l?n HSD v?i ngày ?óng gói.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i, ?óng gói s?n ph?m r?t ??p và ch?c ch?n. s? ?ng h? l?n sau.",POS,5
V?i thì ok nh?ng mà ng?n quá không dài nh? hình.,NEG,2
Ch?t dep.,POS,5
M?c lên ??p l?m luôn!,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i,r?t ?ng ý 5*..:)) Chúc shop làm ?n phát ??t:)).",POS,5
Tks shop !,POS,4
Ch?t l??ng s?n ph?m tuy?t Ch?t l??ng s?n ph?m t?t.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?ii s? ?ng h? shopp nhi?u??????????????.,POS,5
Áo r?t ??p.thanks shop ????????????.,POS,5
??p l?m v?a ý ghê.,POS,5
Rat ?ng.,POS,5
"Dành nh?ng b?n ng?c to, v?i m?n, m??t nh?ng mình th?y vòng dây l?ng h?i ch?t, mình ko m?p ?âu 46kg.",NEU,3
Hài lòng v? sp.,POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
áo ??p l?m ?.,POS,5
Ko giong hinh.,NEG,1
bình th??ng.,NEU,3
"M?y l?n mua Shopee qu?n áo mà ngán l?m, tính mua l?n r?i ngh? h?n, ko ng? ??p ch?t r?, qu? này ?i siêu thi c? 100k ch? ko ít.",POS,5
"Nh?ng góp ý shop 1 chút là nên ghi rõ ??m mút t?ng lo?i dày c? th? bao nhiu, mình ko th?y thông nên coi clip, nh?n hàng 1 cái mút v?a r?t ?ng, 1 cái thì m?i bi?t là lo?i nâng siêu dày vì shop up nh?m cái clip c?a 1 lo?i mút v?a khác vào T_T.",POS,5
Ch?t l??ng s?n ph?m gi?ng nh? shop ?ã nêu.,POS,5
Pin có 10000 mà ghi là 13000!,NEG,1
V?i mát.,POS,5
Bye.,NEG,1
R?t ?áng ti?n?Th?i gian giao hàng r?t nhanh.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
M?ng nh?ng ch?t ok.,POS,4
Hàng m?c r?t ??p.,POS,5
Áo xinhh y hình ????.,POS,5
B? luôn cái áo.,NEG,1
Okok.,POS,5
"Hàng ??p, giao hàng nhanh, Ch?t l??ng s?n ph?m tuy?t v?i.",POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Cái n?a là mình nh?n 2 l?n h?i v? s?n ph?m shop ??u ko tr? l?i, ko t? v?n khách hàng gì h?t.",NEG,1
Th?i gian giao hàng r?t nhanh.,POS,5
??p tuyet voi lun ? Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
R?t ?áng ti?n.,POS,5
Áo b? dính d?u máy mà shop c?ng g?i ?i.,NEG,1
Áo size 2 và 1 b?ng nhau.,NEG,1
"Shop r?t c?n th?n còn note ghi chú, t?ng c? k?o.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n, giao hàng h?i lâu, mong shop kh?c ph?c.",POS,4
C? quá r?ng.,NEG,2
Áo ?úng v?i giá !,POS,5
S? ?ng h? shop dài dài ?.,POS,5
Good!,POS,5
Mãi iuuuu ??????.,POS,5
"Ch?t li?u khá t?t, áo r?ng ?úng nh? ý mình mu?n, ch? shop nói chuy?n d? th??ng.",POS,5
V?i ??p m?c r?t v?a ng??i..cho 10*.,POS,5
Nói là t?m ?n.,NEU,3
V?i ??p....,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
S?n ph?n gi?ng hình.,POS,5
"Nh?ng v?n 5 sao, mong shop c?i thi?n y?u ?i?m.",POS,5
G?i 1 ??ng ?óng gói 1 l?o.,POS,5
"S?n ph?m ??p, ?ng ý nhé shop.",POS,5
Nói th?t shop b?n ?? c?ng ???c nh?ng g?p s? c? mà trao ??i c?n shop h? tr? thì quá m?t m?i luôn.,NEU,3
"Va?i ?e?p, cu?c a?o ca?ch qua? th?a, phâ?n cô? h?i châ?t.",POS,4
t?i shop h?t size 1.,NEG,1
?óng gói ch?c ch?n sp ok.,POS,5
K? béo h?n v?i h?n 1 chút thì m?c càng ??p.,POS,5
Áo dùng ok.,POS,4
"xài t?t l?m,c?m ?n shop nhi?u.",POS,5
Sa?n phâ?m ok.,POS,5
"Ch?i ?iiii son xinh quá ?, lúc bóc h?p c?ng x?u ^^.",POS,5
"Áo ng?n, c? h?i ch?t.",NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Shop ph?c v? r?t t?t, nhân viên thân thi?n, nhi?t tình.",POS,5
"Mình ??t 2 áo thì ?ng lo?i s?c nh?t v?i m?n t?t, còn lo?i tr?n màu ?? thì k b?ng.",POS,4
Hg ok và ??p l?m ?k.,POS,5
sp ??p Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
?? mình h?i ?i h?i l?i nhi?u l?n.,NEG,1
Sp phù h?p giá ti?n.,POS,4
"Sp thì k v?n ?? gì nh?g ph?c v? và cách bán hàng c?a shop quá kém k ?ág 1 *,rõ m ?ã m?t s?n deal mãi m?i ?c màu 16 hí h?ng nh?n hàng m? là 1 b? màu m ghét nh?t s? 4 vàng nh? c*t,k thèm báo trc khách câu nào, ch? bi?t ghi phân lo?i màu ?? lz,ch?ng nh? l?i tr? hàng, lm ?n th?t vô trách nhi?m haiz.",NEG,1
Dùng ?c 3 hôm r?i c?m th?y s?n ph?m r?t t?t .,POS,5
"Chân váy r?t ??p, shop ph?c v? r?t nhi?t tình.",POS,5
??t 2c size L mà giao 1 S 1L :).,NEG,1
Vì giao thi?u.,NEG,2
Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
C?ng cáp g?n gàng vô cùng ?ng nhé.,POS,5
Ch?t l??ng không t?t.,NEG,1
Nh?ng chi m?c ???c t?i 60 kg thôi nhé moi ng??i.,NEU,3
H?p ??ng h?i x?u.,NEG,1
"Áo ?en hình rõ, n?i h?n áo ?? nha.",POS,5
"Giao hàng làm t?t, giày phù h?p v?i m?c giá và khá t?t.",NEG,1
?óng gói s?n ph?m r?t ??p và ch?c ch?n .,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
Giá r? dùng ???c.,POS,4
Bu?n.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n.,POS,5
M?m m?i da bé.,POS,5
Qu?n free size nh?ng kích c? l?n x?n.,NEG,1
